CustomerID,Age,Income,Gender,City,PurchaseFrequency,LastPurchaseDays,SpendingScore,ProductCategory,MembershipStatus
7621,24.0,38623.0,Male,Indore,11,167,2.0,Sports,Basic
3416,50.0,55658.0,Male,Delhi,19,196,94.0,Grocery,Silver
111,28.0,48277.0,Male,Mumbai,11,361,65.0,Sports,Gold
801,27.0,34896.0,Male,Bhopal,16,341,38.0,Sports,Silver
9342,48.0,58268.0,Male,Delhi,14,62,26.0,Electronics,Basic
5503,28.0,44972.0,Female,Pune,1,163,,Grocery,Silver
1686,30.0,,Female,Pune,16,241,45.0,Grocery,Basic
3001,66.0,69283.0,Female,Indore,18,96,65.0,Grocery,Basic
4050,,52651.0,Male,Bhopal,18,154,17.0,Fashion,Gold
201,23.0,51267.0,Female,Mumbai,9,138,30.0,Grocery,Basic
9685,68.0,39161.0,Male,Indore,3,177,32.0,Beauty,Gold
7457,63.0,57338.0,Male,Mumbai,14,297,92.0,Electronics,Silver
8908,47.0,45588.0,Female,Pune,19,82,33.0,Fashion,Silver
8478,54.0,64877.0,Female,Bhopal,15,108,66.0,Electronics,Gold
5839,30.0,47102.0,Male,Mumbai,2,189,41.0,Grocery,Basic
7856,34.0,40550.0,Female,Indore,11,112,30.0,Sports,Gold
2321,43.0,62199.0,Female,Pune,16,215,,Sports,Silver
2558,52.0,59463.0,Female,Pune,19,271,31.0,Beauty,Gold
3968,45.0,60036.0,Male,Indore,9,62,63.0,Grocery,Gold
6814,21.0,34795.0,Male,Indore,18,331,84.0,Sports,Silver
2131,46.0,63092.0,Female,Pune,4,333,1.0,Electronics,Gold
2691,60.0,40397.0,Male,Pune,4,216,43.0,Electronics,Basic
4588,53.0,48585.0,Female,Bhopal,11,214,39.0,Beauty,Gold
2109,,58821.0,Male,Indore,16,74,24.0,Fashion,Gold
8443,60.0,58478.0,Male,Indore,17,33,86.0,Fashion,Silver
3196,36.0,67042.0,Female,Bhopal,19,259,76.0,Electronics,Basic
1020,27.0,12165.0,Male,Bhopal,11,340,,Beauty,Gold
2500,64.0,55930.0,Female,Pune,10,101,22.0,Sports,Silver
7582,67.0,47572.0,Male,Delhi,16,225,,Grocery,Gold
7737,68.0,56005.0,Female,Delhi,9,66,54.0,Electronics,Basic
3344,37.0,42804.0,Male,Bhopal,16,133,32.0,Fashion,Gold
5165,50.0,56762.0,Male,Pune,13,237,22.0,Grocery,Basic
6613,37.0,68938.0,Female,Pune,14,258,57.0,Sports,Basic
9970,62.0,24498.0,Male,Delhi,13,260,86.0,Sports,Silver
237,36.0,26263.0,Male,Mumbai,11,90,54.0,Sports,Basic
9679,22.0,69818.0,Female,Mumbai,2,4,39.0,Grocery,Silver
3870,18.0,58108.0,Female,Bhopal,19,92,22.0,Fashion,Basic
1080,32.0,81579.0,Female,Mumbai,9,60,99.0,Beauty,Gold
6793,,19077.0,Female,Indore,19,113,17.0,Electronics,Gold
8427,66.0,72420.0,Male,Pune,11,175,14.0,Electronics,Silver
8322,40.0,51600.0,Female,Bhopal,4,149,,Electronics,Gold
2026,25.0,44630.0,Male,Indore,19,19,4.0,Sports,Gold
7568,44.0,48344.0,Female,Delhi,16,166,32.0,Electronics,Basic
5357,32.0,27413.0,Male,Mumbai,8,235,54.0,Electronics,Gold
925,28.0,15436.0,Male,Mumbai,5,86,82.0,Sports,Gold
6796,60.0,44523.0,Female,Mumbai,16,11,76.0,Fashion,Basic
4154,46.0,55929.0,Female,Delhi,3,170,30.0,Beauty,Gold
4592,68.0,42384.0,Female,Delhi,12,58,93.0,Electronics,Basic
2743,58.0,90828.0,Male,Pune,19,188,28.0,Beauty,Basic
3489,69.0,44209.0,Male,Indore,11,158,46.0,Fashion,Basic
3876,27.0,54411.0,Male,Delhi,17,322,39.0,Fashion,Silver
7685,68.0,57999.0,Female,Pune,15,322,82.0,Sports,Gold
9440,44.0,42902.0,Male,Mumbai,14,99,84.0,Beauty,Basic
8421,43.0,41841.0,Male,Mumbai,8,106,13.0,Fashion,Gold
6963,47.0,51071.0,Female,Bhopal,19,200,80.0,Beauty,Gold
7176,54.0,73923.0,Female,Pune,5,109,51.0,Sports,Gold
5605,20.0,46364.0,Female,Pune,17,105,9.0,Beauty,Silver
6083,,54340.0,Female,Bhopal,19,337,88.0,Electronics,Gold
4606,56.0,67927.0,Female,Bhopal,1,305,76.0,Grocery,Silver
3054,54.0,62743.0,Male,Bhopal,16,342,6.0,Beauty,Basic
5534,19.0,47080.0,Male,Mumbai,6,222,44.0,Sports,Basic
3382,68.0,48704.0,Male,Bhopal,17,138,59.0,Sports,Gold
5845,30.0,43474.0,Female,Pune,18,320,94.0,Electronics,Basic
2948,19.0,32754.0,Male,Delhi,15,158,4.0,Sports,Basic
592,68.0,42497.0,Female,Pune,7,263,96.0,Electronics,Silver
791,30.0,40383.0,Male,Indore,5,34,23.0,Beauty,Silver
4221,46.0,60997.0,Female,Bhopal,2,150,69.0,Sports,Basic
2439,62.0,59529.0,Female,Mumbai,18,210,62.0,Sports,Silver
876,38.0,45028.0,Male,Mumbai,11,262,75.0,Electronics,Gold
4670,36.0,51084.0,Female,Delhi,19,339,49.0,Fashion,Basic
9267,19.0,60841.0,Female,Mumbai,11,270,92.0,Sports,Gold
4600,37.0,43471.0,Male,Indore,4,343,73.0,Beauty,Gold
1255,,66348.0,Female,Mumbai,15,76,97.0,Beauty,Silver
268,36.0,54883.0,Female,Indore,17,91,85.0,Electronics,Gold
2712,33.0,48470.0,Female,Indore,14,267,58.0,Electronics,Basic
4176,37.0,48275.0,Female,Pune,18,201,1.0,Grocery,Gold
125,25.0,65727.0,Male,Delhi,17,196,95.0,Beauty,Basic
3230,38.0,21019.0,Female,Pune,7,213,3.0,Beauty,Gold
8718,21.0,54697.0,Male,Pune,5,37,52.0,Fashion,Gold
9706,33.0,42859.0,Female,Delhi,3,159,87.0,Sports,Gold
7785,62.0,52051.0,Male,Bhopal,12,125,50.0,Electronics,Gold
242,23.0,48955.0,Male,Bhopal,5,136,91.0,Sports,Basic
153,32.0,60736.0,Male,Bhopal,5,67,44.0,Grocery,Basic
8124,28.0,36700.0,Female,Indore,19,274,66.0,Sports,Gold
2264,51.0,571360.0,Female,Pune,9,359,31.0,Grocery,Gold
1127,32.0,67101.0,Male,Pune,4,11,76.0,Electronics,Silver
9353,20.0,58271.0,Male,Bhopal,10,123,76.0,Beauty,Gold
4691,41.0,,Male,Indore,19,52,64.0,Electronics,Silver
7435,,77399.0,Female,Bhopal,9,22,7.0,Electronics,Gold
6562,49.0,,Female,Indore,4,3,4.0,Beauty,Basic
1937,51.0,49964.0,Female,Pune,17,307,8.0,Grocery,Basic
7039,52.0,60718.0,Female,Delhi,13,262,47.0,Beauty,Basic
9306,32.0,47330.0,Female,Delhi,10,56,78.0,Electronics,Silver
6863,46.0,63095.0,Male,Delhi,2,182,86.0,Fashion,Basic
5859,56.0,64578.0,Female,Pune,4,91,,Beauty,Silver
1472,47.0,61017.0,Female,Mumbai,18,321,23.0,Electronics,Silver
4161,30.0,,Male,Pune,4,198,45.0,Beauty,Silver
1603,,60547.0,Male,Delhi,12,233,55.0,Electronics,Gold
606,26.0,56425.0,Male,Bhopal,13,196,7.0,Beauty,Gold
218,66.0,51021.0,Male,Indore,12,168,,Sports,Gold
5237,50.0,38703.0,Female,Bhopal,19,278,55.0,Fashion,Basic
9325,37.0,32427.0,Female,Delhi,13,230,26.0,Grocery,Basic
8142,67.0,85160.0,Female,Mumbai,4,94,74.0,Electronics,Silver
2698,64.0,28566.0,Male,Pune,14,167,11.0,Sports,Gold
4503,50.0,39152.0,Male,Pune,13,1,27.0,Fashion,Basic
7719,40.0,68782.0,Female,Mumbai,1,315,95.0,Beauty,Silver
3837,38.0,57849.0,Female,Mumbai,6,130,96.0,Electronics,Silver
8150,37.0,41411.0,Female,Bhopal,7,200,20.0,Electronics,Silver
7656,40.0,54865.0,Male,Delhi,14,87,36.0,Beauty,Gold
5280,46.0,,Male,Bhopal,19,198,96.0,Grocery,Silver
687,67.0,54096.0,Male,Indore,5,244,63.0,Grocery,Basic
635,30.0,57568.0,Female,Indore,6,127,42.0,Sports,Gold
4599,20.0,58757.0,Male,Pune,3,130,26.0,Fashion,Silver
7760,62.0,46984.0,Male,Bhopal,11,356,75.0,Sports,Silver
3387,41.0,38739.0,Female,Mumbai,17,98,98.0,Fashion,Basic
3689,23.0,39193.0,Male,Bhopal,13,11,16.0,Beauty,Basic
963,64.0,60814.0,Male,Mumbai,8,3,83.0,Electronics,Gold
9815,23.0,54161.0,Male,Pune,5,286,,Fashion,Basic
2068,47.0,60537.0,Female,Indore,3,94,10.0,Fashion,Basic
6749,56.0,72408.0,Female,Mumbai,3,358,,Grocery,Silver
4939,39.0,54427.0,Female,Pune,6,343,78.0,Grocery,Gold
6935,47.0,63347.0,Male,Indore,10,65,,Sports,Gold
342,25.0,,Female,Mumbai,15,102,25.0,Fashion,Gold
5645,52.0,41553.0,Female,Indore,17,1,13.0,Beauty,Basic
1885,65.0,82033.0,Male,Bhopal,11,223,74.0,Grocery,Silver
5029,43.0,53275.0,Female,Mumbai,9,360,52.0,Fashion,Gold
1509,42.0,20872.0,Female,Mumbai,18,213,61.0,Sports,Silver
6538,61.0,62624.0,Female,Delhi,11,232,74.0,Fashion,Basic
7933,43.0,58312.0,Male,Pune,6,74,,Electronics,Gold
3585,69.0,59055.0,Female,Indore,12,17,58.0,Grocery,Gold
9115,27.0,56249.0,Female,Indore,8,186,49.0,Beauty,Silver
2372,,64502.0,Female,Pune,10,95,54.0,Grocery,Silver
4399,28.0,67153.0,Female,Indore,10,246,85.0,Grocery,Silver
1599,29.0,60398.0,Male,Pune,5,352,76.0,Fashion,Gold
7709,59.0,32554.0,Male,Indore,3,170,32.0,Beauty,Silver
6244,19.0,63493.0,Female,Delhi,8,238,97.0,Fashion,Basic
1211,44.0,47559.0,Male,Mumbai,5,64,69.0,Electronics,Basic
1760,40.0,76949.0,Female,Pune,13,56,3.0,Grocery,Silver
7504,67.0,,Male,Delhi,9,42,50.0,Sports,Silver
7165,40.0,59826.0,Female,Delhi,8,177,71.0,Electronics,Basic
9973,32.0,,Female,Indore,4,326,58.0,Beauty,Gold
9813,49.0,58404.0,Female,Bhopal,19,290,15.0,Grocery,Silver
4488,31.0,55538.0,Female,Indore,5,230,42.0,Grocery,Basic
7453,23.0,,Female,Indore,3,80,77.0,Sports,Gold
2722,19.0,37263.0,Female,Mumbai,5,129,38.0,Sports,Silver
7485,25.0,46214.0,Female,Delhi,15,221,50.0,Sports,Basic
3767,40.0,53703.0,Female,Mumbai,12,135,83.0,Beauty,Silver
3590,34.0,73063.0,Female,Pune,6,328,18.0,Beauty,Silver
2379,28.0,79754.0,Male,Indore,19,358,,Grocery,Silver
9702,25.0,45487.0,Male,Bhopal,18,261,31.0,Sports,Gold
741,38.0,,Male,Delhi,18,170,59.0,Fashion,Basic
5682,54.0,47719.0,Female,Mumbai,19,175,16.0,Electronics,Gold
4542,25.0,51722.0,Female,Pune,14,258,77.0,Grocery,Silver
6225,45.0,57830.0,Female,Bhopal,9,103,64.0,Beauty,Silver
9017,38.0,50300.0,Female,Bhopal,15,81,7.0,Grocery,Silver
4850,40.0,67348.0,Female,Bhopal,6,146,54.0,Grocery,Basic
7569,19.0,47066.0,Male,Indore,13,143,46.0,Electronics,Silver
7896,57.0,69032.0,Male,Bhopal,1,217,79.0,Fashion,Silver
3664,24.0,78894.0,Male,Mumbai,12,285,63.0,Electronics,Gold
3260,67.0,38987.0,Female,Bhopal,17,32,27.0,Electronics,Silver
8890,37.0,20310.0,Male,Delhi,8,293,33.0,Sports,Silver
7990,50.0,51706.0,Male,Pune,1,132,59.0,Sports,Basic
2249,45.0,48884.0,Male,Pune,8,180,42.0,Sports,Silver
8171,25.0,53578.0,Female,Indore,8,101,16.0,Beauty,Gold
9525,27.0,55623.0,Female,Bhopal,8,41,60.0,Sports,Gold
5950,68.0,54268.0,Female,Pune,1,66,,Electronics,Basic
2328,43.0,67320.0,Male,Mumbai,10,83,17.0,Sports,Gold
9449,54.0,54928.0,Male,Mumbai,11,341,72.0,Electronics,Basic
2282,29.0,29907.0,Male,Delhi,17,84,31.0,Fashion,Gold
3160,66.0,47251.0,Female,Indore,14,109,18.0,Fashion,Silver
1857,27.0,94031.0,Male,Pune,3,170,37.0,Electronics,Silver
3059,25.0,20418.0,Male,Mumbai,14,124,46.0,Sports,Basic
9432,32.0,46537.0,Female,Pune,9,12,54.0,Beauty,Basic
2863,69.0,55785.0,Female,Delhi,9,173,66.0,Grocery,Basic
5883,34.0,73346.0,Male,Mumbai,11,34,51.0,Fashion,Silver
3691,44.0,56155.0,Female,Pune,12,14,43.0,Sports,Basic
2376,40.0,59733.0,Female,Indore,12,261,4.0,Beauty,Basic
2138,36.0,50827.0,Male,Mumbai,4,146,45.0,Sports,Basic
3881,64.0,32186.0,Male,Bhopal,7,353,51.0,Beauty,Gold
1949,46.0,56634.0,Female,Indore,13,215,3.0,Beauty,Basic
9461,59.0,57386.0,Male,Bhopal,9,105,13.0,Beauty,Silver
7195,39.0,49835.0,Female,Pune,4,1,35.0,Electronics,Silver
8701,45.0,5474.0,Male,Indore,7,162,12.0,Fashion,Gold
2347,58.0,52409.0,Male,Bhopal,1,269,52.0,Sports,Basic
8459,20.0,19208.0,Male,Bhopal,14,134,36.0,Beauty,Gold
9285,27.0,56570.0,Male,Indore,6,55,75.0,Electronics,Gold
4022,55.0,52404.0,Female,Mumbai,16,65,62.0,Sports,Silver
4865,33.0,48230.0,Male,Mumbai,3,130,78.0,Grocery,Gold
3645,29.0,45141.0,Male,Indore,3,130,53.0,Fashion,Gold
7700,52.0,44130.0,Male,Delhi,4,322,81.0,Fashion,Basic
9144,63.0,74260.0,Male,Pune,15,155,32.0,Sports,Gold
7974,25.0,22825.0,Male,Indore,11,167,86.0,Grocery,Gold
7304,57.0,78833.0,Male,Mumbai,11,55,1.0,Electronics,Gold
7407,36.0,45015.0,Male,Pune,1,151,66.0,Grocery,Gold
2230,28.0,52450.0,Male,Pune,11,7,15.0,Beauty,Basic
3307,58.0,60235.0,Male,Mumbai,19,66,,Beauty,Silver
6249,56.0,26355.0,Male,Bhopal,4,358,19.0,Sports,Silver
2465,45.0,,Male,Bhopal,3,33,97.0,Sports,Gold
6346,65.0,72528.0,Female,Mumbai,11,273,7.0,Sports,Basic
1619,62.0,68409.0,Male,Indore,18,217,72.0,Beauty,Gold
4956,19.0,67528.0,Female,Bhopal,18,134,24.0,Fashion,Gold
3798,28.0,25929.0,Female,Delhi,6,149,38.0,Sports,Basic
4204,48.0,43938.0,Female,Indore,10,330,95.0,Electronics,Basic
8526,26.0,34880.0,Female,Indore,10,341,77.0,Beauty,Silver
947,38.0,52408.0,Female,Mumbai,13,169,55.0,Grocery,Silver
2351,67.0,53676.0,Male,Indore,4,260,64.0,Electronics,Gold
672,28.0,59580.0,Male,Delhi,5,13,56.0,Electronics,Gold
1092,37.0,17694.0,Female,Pune,4,224,79.0,Sports,Silver
1525,27.0,48766.0,Male,Bhopal,14,220,66.0,Beauty,Basic
2947,26.0,52866.0,Male,Indore,18,24,41.0,Fashion,Silver
2719,52.0,48066.0,Male,Mumbai,17,262,60.0,Fashion,Basic
6812,28.0,42963.0,Male,Delhi,8,32,65.0,Sports,Silver
1045,54.0,,Male,Mumbai,6,21,53.0,Grocery,Gold
486,54.0,45445.0,Female,Bhopal,7,362,3.0,Electronics,Basic
6654,56.0,70926.0,Female,Delhi,16,116,34.0,Grocery,Basic
1144,18.0,51748.0,Female,Bhopal,7,338,37.0,Grocery,Basic
161,69.0,47444.0,Male,Mumbai,17,271,30.0,Grocery,Gold
8023,32.0,25576.0,Male,Pune,7,238,72.0,Grocery,Gold
782,44.0,,Male,Mumbai,15,178,24.0,Electronics,Gold
9567,65.0,52474.0,Female,Bhopal,19,248,86.0,Sports,Silver
3516,56.0,52529.0,Male,Mumbai,2,95,53.0,Sports,Silver
2548,45.0,26645.0,Male,Pune,15,31,84.0,Beauty,Gold
3431,26.0,53631.0,Male,Pune,17,309,33.0,Sports,Silver
8066,32.0,35387.0,Male,Bhopal,15,67,30.0,Electronics,Basic
7471,38.0,14464.0,Female,Pune,14,156,5.0,Sports,Basic
7865,42.0,79588.0,Male,Delhi,5,346,32.0,Beauty,Gold
6601,53.0,44380.0,Male,Delhi,13,148,23.0,Electronics,Basic
8768,20.0,,Female,Mumbai,9,170,15.0,Electronics,Gold
4468,67.0,,Male,Pune,19,208,53.0,Beauty,Basic
8897,66.0,40449.0,Male,Pune,3,35,47.0,Grocery,Silver
9639,41.0,57561.0,Male,Indore,14,253,37.0,Fashion,Silver
6036,37.0,42094.0,Female,Mumbai,16,59,25.0,Beauty,Gold
8541,46.0,40642.0,Male,Indore,9,264,69.0,Electronics,Gold
7069,55.0,69110.0,Male,Indore,17,294,82.0,Electronics,Gold
417,50.0,60444.0,Male,Indore,11,144,89.0,Sports,Basic
3057,59.0,72431.0,Female,Mumbai,18,38,77.0,Electronics,Silver
942,22.0,67953.0,Male,Indore,2,338,81.0,Sports,Gold
7957,43.0,55919.0,Female,Delhi,18,240,94.0,Fashion,Basic
1098,18.0,57294.0,Male,Pune,9,275,1.0,Grocery,Basic
9602,20.0,55280.0,Male,Pune,3,178,98.0,Fashion,Silver
8272,24.0,69598.0,Male,Bhopal,16,208,36.0,Sports,Gold
184,45.0,46926.0,Male,Pune,4,329,15.0,Electronics,Basic
8270,19.0,53783.0,Female,Indore,9,59,96.0,Electronics,Basic
7575,46.0,63121.0,Male,Delhi,1,269,87.0,Beauty,Gold
2105,24.0,28964.0,Female,Bhopal,14,156,92.0,Fashion,Basic
1504,58.0,69019.0,Female,Mumbai,2,153,73.0,Grocery,Gold
774,43.0,37913.0,Male,Bhopal,10,123,59.0,Sports,Silver
9409,35.0,29242.0,Female,Mumbai,12,167,99.0,Fashion,Gold
8,56.0,59539.0,Male,Bhopal,1,94,4.0,Beauty,Silver
5241,27.0,60488.0,Male,Mumbai,17,124,76.0,Sports,Gold
9971,19.0,61035.0,Male,Indore,17,116,7.0,Beauty,Basic
7221,44.0,47751.0,Female,Delhi,6,90,38.0,Electronics,Silver
6557,47.0,55568.0,Male,Pune,13,275,11.0,Sports,Basic
660,33.0,75048.0,Female,Indore,12,321,95.0,Beauty,Gold
472,64.0,67433.0,Female,Delhi,1,200,86.0,Sports,Basic
9903,40.0,58178.0,Female,Indore,5,34,6.0,Grocery,Silver
9379,30.0,,Female,Pune,7,8,5.0,Sports,Basic
1354,18.0,64540.0,Male,Bhopal,4,50,59.0,Beauty,Silver
7767,36.0,23073.0,Female,Pune,12,7,33.0,Beauty,Basic
2844,62.0,28529.0,Male,Bhopal,17,305,64.0,Beauty,Silver
6891,50.0,58685.0,Male,Bhopal,5,270,39.0,Grocery,Gold
9512,52.0,52072.0,Female,Indore,7,281,84.0,Grocery,Gold
6552,66.0,49147.0,Male,Mumbai,6,62,83.0,Electronics,Basic
6165,48.0,71831.0,Female,Indore,7,165,78.0,Electronics,Gold
5106,28.0,23360.0,Female,Mumbai,19,185,86.0,Sports,Basic
2763,37.0,64179.0,Female,Delhi,19,5,91.0,Grocery,Basic
8915,61.0,43969.0,Male,Delhi,10,359,34.0,Sports,Basic
3766,64.0,46691.0,Female,Indore,12,217,,Fashion,Basic
7480,24.0,64527.0,Male,Mumbai,14,331,42.0,Beauty,Basic
2295,60.0,67806.0,Female,Delhi,15,93,84.0,Sports,Gold
7397,56.0,54099.0,Male,Bhopal,10,86,33.0,Grocery,Silver
831,48.0,62851.0,Female,Mumbai,15,322,36.0,Beauty,Silver
5542,41.0,49800.0,Male,Pune,17,317,28.0,Sports,Silver
2775,22.0,72799.0,Male,Delhi,7,325,82.0,Fashion,Basic
1391,27.0,48620.0,Male,Indore,14,66,70.0,Fashion,Gold
9760,34.0,53377.0,Male,Pune,10,167,56.0,Sports,Basic
8211,51.0,56769.0,Female,Delhi,2,77,41.0,Grocery,Basic
3096,33.0,60845.0,Female,Mumbai,10,1,18.0,Sports,Silver
6394,34.0,61635.0,Male,Indore,11,203,98.0,Grocery,Silver
13,41.0,34036.0,Female,Bhopal,6,237,,Sports,Gold
4523,42.0,59352.0,Male,Delhi,4,244,6.0,Electronics,Gold
6082,40.0,54374.0,Male,Mumbai,15,360,72.0,Electronics,Silver
5500,66.0,64248.0,Female,Mumbai,5,108,74.0,Fashion,Silver
1181,50.0,44520.0,Male,Indore,1,234,62.0,Grocery,Silver
2459,65.0,41005.0,Male,Delhi,19,244,27.0,Sports,Silver
2582,54.0,32724.0,Male,Bhopal,7,72,51.0,Fashion,Silver
319,57.0,45038.0,Male,Pune,6,347,83.0,Electronics,Basic
6397,38.0,56392.0,Male,Delhi,14,296,67.0,Electronics,Silver
9502,27.0,58095.0,Female,Mumbai,10,300,53.0,Beauty,Gold
5108,21.0,38437.0,Male,Mumbai,4,290,,Beauty,Silver
5863,42.0,75172.0,Male,Pune,6,248,48.0,Electronics,Silver
4514,58.0,60527.0,Male,Pune,1,73,79.0,Electronics,Basic
8387,20.0,47081.0,Male,Indore,16,41,84.0,Fashion,Silver
4186,39.0,58601.0,Female,Bhopal,8,6,32.0,Fashion,Basic
5810,25.0,63075.0,Male,Mumbai,19,96,38.0,Beauty,Basic
2549,24.0,50595.0,Female,Mumbai,16,324,66.0,Beauty,Gold
6088,69.0,57121.0,Male,Indore,4,126,16.0,Sports,Silver
3426,47.0,78674.0,Female,Mumbai,10,81,25.0,Electronics,Basic
2762,31.0,50115.0,Female,Mumbai,16,221,10.0,Grocery,Basic
2633,33.0,,Female,Delhi,17,340,86.0,Grocery,Silver
5205,61.0,35472.0,Female,Bhopal,10,343,50.0,Beauty,Silver
1613,,34608.0,Female,Indore,14,235,55.0,Beauty,Gold
8593,30.0,27420.0,Female,Delhi,3,286,98.0,Grocery,Gold
5318,23.0,54605.0,Male,Bhopal,10,301,36.0,Grocery,Gold
3329,68.0,59344.0,Female,Delhi,11,26,71.0,Grocery,Gold
9330,21.0,,Male,Mumbai,15,46,,Fashion,Silver
3082,30.0,61029.0,Male,Indore,11,161,24.0,Fashion,Basic
6878,39.0,53636.0,Male,Mumbai,7,25,63.0,Electronics,Gold
5857,64.0,43813.0,Male,Delhi,10,248,18.0,Electronics,Silver
6576,67.0,62436.0,Female,Indore,5,234,,Fashion,Basic
4426,49.0,55592.0,Male,Indore,7,145,97.0,Grocery,Gold
6579,58.0,58826.0,Male,Bhopal,13,217,15.0,Sports,Gold
4122,52.0,20862.0,Male,Delhi,4,75,15.0,Beauty,Basic
6830,21.0,50660.0,Male,Mumbai,1,206,3.0,Sports,Gold
5516,66.0,72478.0,Male,Pune,6,198,16.0,Beauty,Gold
3958,38.0,58881.0,Female,Delhi,19,124,84.0,Electronics,Silver
31,66.0,62406.0,Female,Delhi,12,232,10.0,Electronics,Silver
3730,38.0,58725.0,Female,Delhi,4,224,74.0,Electronics,Basic
3456,22.0,29707.0,Male,Mumbai,13,117,47.0,Fashion,Silver
6168,22.0,82567.0,Male,Mumbai,10,213,9.0,Sports,Silver
4243,54.0,59082.0,Female,Pune,11,10,33.0,Grocery,Gold
7515,69.0,76768.0,Male,Delhi,3,336,99.0,Grocery,Silver
6903,47.0,32954.0,Male,Mumbai,13,279,17.0,Beauty,Silver
7590,56.0,34300.0,Female,Pune,10,80,92.0,Electronics,Silver
56,37.0,68449.0,Male,Delhi,7,210,42.0,Beauty,Gold
9394,20.0,57671.0,Male,Delhi,14,16,78.0,Electronics,Silver
1964,46.0,56556.0,Female,Pune,9,39,87.0,Beauty,Silver
6229,43.0,37225.0,Female,Mumbai,14,230,59.0,Grocery,Silver
4400,25.0,51597.0,Male,Bhopal,17,284,48.0,Sports,Silver
2243,37.0,70132.0,Male,Indore,17,293,42.0,Grocery,Silver
6599,18.0,50226.0,Male,Mumbai,10,151,48.0,Beauty,Basic
1774,52.0,77251.0,Male,Bhopal,6,65,57.0,Beauty,Silver
2939,49.0,58984.0,Female,Bhopal,7,141,25.0,Electronics,Gold
6668,61.0,35787.0,Male,Mumbai,16,336,22.0,Sports,Gold
9070,37.0,55218.0,Male,Mumbai,8,332,97.0,Sports,Silver
4228,44.0,56308.0,Male,Bhopal,10,328,86.0,Grocery,Gold
2550,49.0,28656.0,Female,Pune,6,12,43.0,Sports,Silver
5565,35.0,61603.0,Male,Mumbai,4,125,71.0,Grocery,Silver
3486,50.0,55743.0,Male,Pune,5,284,11.0,Fashion,Silver
1849,24.0,75222.0,Male,Indore,1,215,80.0,Fashion,Gold
7672,66.0,59083.0,Female,Mumbai,5,234,31.0,Grocery,Basic
758,20.0,53474.0,Female,Indore,16,330,52.0,Fashion,Basic
9929,,39339.0,Male,Mumbai,17,337,20.0,Sports,Basic
9957,68.0,54720.0,Female,Bhopal,5,314,41.0,Fashion,Basic
7928,44.0,53340.0,Male,Delhi,4,293,,Grocery,Silver
4636,62.0,67857.0,Male,Mumbai,18,245,45.0,Beauty,Basic
7816,51.0,47999.0,Female,Pune,12,19,90.0,Sports,Basic
4941,60.0,37902.0,Male,Pune,18,38,60.0,Sports,Silver
9362,42.0,47266.0,Female,Pune,1,292,81.0,Electronics,Gold
803,67.0,41537.0,Female,Mumbai,4,28,17.0,Electronics,Gold
2670,50.0,78758.0,Female,Pune,18,1,90.0,Grocery,Gold
4731,42.0,42511.0,Female,Bhopal,12,4,43.0,Sports,Silver
4845,42.0,50032.0,Female,Delhi,10,101,82.0,Electronics,Basic
6382,43.0,29490.0,Male,Bhopal,5,211,71.0,Sports,Silver
6518,24.0,46841.0,Male,Mumbai,2,78,5.0,Electronics,Basic
6240,48.0,50819.0,Male,Bhopal,4,348,36.0,Electronics,Gold
9305,20.0,566180.0,Female,Mumbai,14,1,84.0,Grocery,Basic
3366,20.0,44002.0,Male,Indore,7,86,76.0,Sports,Silver
2487,48.0,,Female,Indore,3,347,71.0,Beauty,Basic
4008,63.0,46048.0,Female,Delhi,18,270,25.0,Electronics,Gold
7650,60.0,41640.0,Male,Mumbai,18,277,52.0,Grocery,Silver
1180,34.0,60836.0,Male,Indore,13,69,8.0,Electronics,Silver
4722,53.0,44305.0,Male,Mumbai,3,288,96.0,Fashion,Silver
5836,66.0,61234.0,Male,Mumbai,11,149,40.0,Beauty,Silver
595,21.0,47250.0,Female,Indore,19,79,82.0,Electronics,Basic
4917,45.0,48272.0,Female,Pune,14,330,19.0,Beauty,Basic
1991,34.0,29751.0,Female,Bhopal,17,259,81.0,Beauty,Basic
9084,48.0,47392.0,Female,Pune,5,232,59.0,Fashion,Gold
4839,52.0,45130.0,Female,Bhopal,9,51,38.0,Beauty,Gold
9,36.0,37668.0,Male,Bhopal,4,219,63.0,Beauty,Silver
1497,54.0,63598.0,Female,Indore,15,141,29.0,Grocery,Basic
9046,25.0,18527.0,Male,Bhopal,14,226,36.0,Sports,Basic
1976,32.0,45609.0,Female,Pune,7,115,74.0,Beauty,Basic
8792,41.0,49529.0,Female,Mumbai,18,41,20.0,Sports,Silver
1485,42.0,46304.0,Female,Bhopal,1,13,67.0,Beauty,Basic
1746,68.0,71831.0,Male,Mumbai,4,269,65.0,Sports,Gold
4162,38.0,22615.0,Female,Bhopal,16,305,16.0,Sports,Gold
6765,60.0,67204.0,Female,Indore,15,302,44.0,Sports,Gold
2786,40.0,42739.0,Female,Indore,12,118,18.0,Fashion,Silver
9607,40.0,,Female,Delhi,5,105,88.0,Fashion,Gold
3408,20.0,21406.0,Female,Mumbai,11,47,67.0,Electronics,Basic
7,38.0,53412.0,Female,Pune,1,173,3.0,Electronics,Gold
8017,53.0,31270.0,Female,Bhopal,5,60,71.0,Sports,Silver
5125,65.0,65012.0,Male,Pune,15,335,14.0,Grocery,Basic
